normalized_form	collision_description
maternalphenylketonuria	MONDO_0016366[label=maternal phenylketonuria] | Orphanet_2209[hasExactSynonym=Maternal phenylketonuria]
maternalpku	MONDO_0016366[hasExactSynonym=maternal PKU] | Orphanet_2209[hasExactSynonym=Maternal PKU]
mathieudebrocabonysyndrome	MONDO_0016065[hasExactSynonym=Mathieu-De Broca-Bony syndrome] | Orphanet_2015[hasExactSynonym=Mathieu-De Broca-Bony syndrome]
matiiiideficiency	MONDO_0009607[hasExactSynonym=MAT I/III deficiency] | Orphanet_168598[hasExactSynonym=MAT I/III deficiency]
maturityonsetdiabetesoftheyoung	MONDO_0018911[hasExactSynonym=maturity onset diabetes of the young] | MONDO_0018911[hasExactSynonym=maturity-onset diabetes of the young] | MONDO_0018911[label=maturity-onset diabetes of the young] | Orphanet_552[hasExactSynonym=Maturity-onset diabetes of the young]
maxillonasaldysostosis	MONDO_0007953[hasExactSynonym=Maxillonasal dysostosis] | Orphanet_1248[hasExactSynonym=Maxillonasal dysostosis]
maya	HANCESTRO_0614[label=Maya] | HANCESTRO_0671[hasExactSynonym=Maya]
mayerrokitanskykusterhausersyndrome	MONDO_0017771[hasExactSynonym=Mayer-Rokitansky-Küster-Hauser Syndrome] | MONDO_0017771[label=Mayer-Rokitansky-Kuster-Hauser syndrome] | Orphanet_3109[label=Mayer-Rokitansky-Küster-Hauser syndrome]
mayerrokitanskykusterhausersyndrometype2	MONDO_0010989[hasExactSynonym=Mayer-Rokitansky-Küster-Hauser syndrome type 2] | MONDO_0010989[label=Mayer-Rokitansky-Küster-Hauser syndrome type 2] | Orphanet_2578[hasExactSynonym=Mayer-Rokitansky-Küster-Hauser syndrome type 2]
mbd1	PR_000006646[hasExactSynonym=MBD-1] | PR_000010214[hasExactSynonym=MBD1]
mbuti	AfPO_0000284[label=Mbuti] | HANCESTRO_0637[hasExactSynonym=Mbuti] | HANCESTRO_0653[hasExactSynonym=Mbuti]
mcad	MONDO_0008721[hasExactSynonym=MCAD] | PR_000003601[hasExactSynonym=MCAD]
mcahstype2	MONDO_0010466[hasExactSynonym=MCAHS type 2] | Orphanet_300496[hasExactSynonym=MCAHS type 2]
mcap	MONDO_0011240[hasExactSynonym=MCAP] | PR_000004807[hasExactSynonym=MCAP]
mccd	MONDO_0018950[hasExactSynonym=MCCD] | Orphanet_6[hasExactSynonym=MCCD]
mccdeficiency	MONDO_0018950[hasExactSynonym=MCC deficiency] | Orphanet_6[hasExactSynonym=MCC deficiency]
mcd	MONDO_0009020[hasExactSynonym=MCD] | MONDO_0015454[hasExactSynonym=MCD] | PR_000010461[hasExactSynonym=MCD]
mcops10	MONDO_0012638[hasExactSynonym=MCOPS10] | Orphanet_77299[hasExactSynonym=MCOPS10]
mcops3	MONDO_0008799[hasExactSynonym=MCOPS3] | Orphanet_77298[hasExactSynonym=MCOPS3]
mcops7	MONDO_0010672[hasExactSynonym=MCOPS7] | Orphanet_2556[hasExactSynonym=MCOPS7]
mcphersonclemenssyndrome	MONDO_0011008[hasExactSynonym=McPherson-Clemens syndrome] | Orphanet_2001[hasExactSynonym=McPherson-Clemens syndrome]
mcphersonhallsyndrome	MONDO_0008341[hasExactSynonym=McPherson-Hall syndrome] | Orphanet_2999[hasExactSynonym=McPherson-Hall syndrome]
mcs	MONDO_0010758[hasExactSynonym=MCS] | PR_000010511[hasExactSynonym=MCS] | EFO_1000364[hasExactSynonym=MCS]
md1	MONDO_0008056[hasExactSynonym=MD1] | Orphanet_273[hasExactSynonym=MD1]
mdc	CL_0000782[hasExactSynonym=mDC] | MONDO_0019950[hasExactSynonym=MDC] | EFO_0006819[hasExactSynonym=MDC]
mdc1a	MONDO_0011925[hasExactSynonym=MDC1A] | Orphanet_258[hasExactSynonym=MDC1A]
mdc1b	MONDO_0011486[hasExactSynonym=MDC1B] | Orphanet_98893[hasExactSynonym=MDC1B]
mddgc1	MONDO_0012248[hasExactSynonym=MDDGC1] | EFO_0009145[hasExactSynonym=MDDGC1]
mdk	MONDO_0007977[hasExactSynonym=MDK] | PR_000010265[hasExactSynonym=MDK]
mdp1human	PR_Q86V88[hasExactSynonym=MDP-1 (human)] | gene_symbol_report?hgnc_id=28781[label=MDP1 (human)]
mds	EFO_0000198[hasExactSynonym=MDS] | EFO_0008801[label=MDS]
me1	PR_000010273[hasExactSynonym=ME1] | EFO_0006645[label=ME-1]
mec	MONDO_0003036[hasExactSynonym=MEC] | PR_000001803[hasExactSynonym=MEC]
mecp2human	PR_P51608[hasExactSynonym=MeCp2 (human)] | gene_symbol_report?hgnc_id=6990[label=MECP2 (human)]
med	MONDO_0016648[hasExactSynonym=MED] | EFO_0007639[hasExactSynonym=MED]
med1	MONDO_0007561[hasExactSynonym=MED1] | PR_000010279[hasExactSynonym=MED1]
med4	MONDO_0009189[hasExactSynonym=MED4] | PR_000010304[hasExactSynonym=MED4]
medacsyndrome	MONDO_0009411[hasExactSynonym=MEDAC syndrome] | Orphanet_3453[hasExactSynonym=MEDAC syndrome]
medeiradennisdonnaisyndrome	MONDO_0016604[hasExactSynonym=Medeira-Dennis-Donnai syndrome] | Orphanet_2476[label=Medeira-Dennis-Donnai syndrome]
medranoroldansyndrome	MONDO_0017613[hasExactSynonym=Medrano-Roldan syndrome] | Orphanet_3050[hasExactSynonym=Medrano-Roldan syndrome]
medullarycystickidneydiseasetypeii	MONDO_0008073[hasExactSynonym=medullary cystic kidney disease type II] | EFO_0008618[label=Medullary Cystic Kidney Disease Type II]
megaconialcongenitalmusculardystrophy	MONDO_0011246[hasExactSynonym=megaconial congenital muscular dystrophy] | Orphanet_280671[hasExactSynonym=Megaconial congénital muscular dystrophy]
megaloblasticanemia	HP_0001889[label=Megaloblastic anemia] | MONDO_0001700[hasExactSynonym=megaloblastic anemia] | MONDO_0001700[label=megaloblastic anemia]
megalocornea	HP_0000485[label=Megalocornea] | MONDO_0009576[hasExactSynonym=megalocornea] | MONDO_0009576[label=megalocornea]
megcann	MONDO_0014561[hasExactSynonym=MEGCANN] | EFO_0009014[hasExactSynonym=MEGCANN]
megdelsyndrome	MONDO_0013875[hasExactSynonym=MEGDEL syndrome] | Orphanet_352328[label=MEGDEL syndrome]
mehessyndrome	MONDO_0008445[hasExactSynonym=Mehes syndrome] | Orphanet_3038[hasExactSynonym=Mehes syndrome]
meiergorlinsyndrome	MONDO_0016817[hasExactSynonym=Meier-Gorlin syndrome] | MONDO_0016817[label=Meier-Gorlin syndrome] | Orphanet_2554[hasExactSynonym=Meier-Gorlin syndrome]
meigedisease	MONDO_0007920[hasExactSynonym=Meige disease] | Orphanet_90186[label=Meige disease]
meigedystonia	MONDO_0019772[hasExactSynonym=Meige dystonia] | Orphanet_93964[hasExactSynonym=Meige dystonia]
meigelymphedema	MONDO_0007920[hasExactSynonym=Meige lymphedema] | Orphanet_90186[hasExactSynonym=Meige lymphedema]
meigesyndrome	MONDO_0019772[hasExactSynonym=Meige Syndrome] | MONDO_0019772[hasExactSynonym=Meige syndrome] | Orphanet_93964[hasExactSynonym=Meige syndrome]
melanocyticschwannoma	MONDO_0002558[hasExactSynonym=melanocytic schwannoma] | EFO_0000693[hasExactSynonym=Melanocytic Schwannoma]
melanoticschwannoma	MONDO_0002558[hasExactSynonym=melanotic schwannoma] | EFO_0000693[hasExactSynonym=Melanotic schwannoma]
melnickfrasersyndrome	MONDO_0007029[hasExactSynonym=Melnick-Fraser syndrome] | Orphanet_107[hasExactSynonym=Melnick-Fraser syndrome]
melnickneedlessyndrome	MONDO_0010650[hasExactSynonym=Melnick Needles Syndrome] | MONDO_0010650[hasExactSynonym=Melnick-Needles syndrome] | MONDO_0010650[label=Melnick-Needles syndrome] | Orphanet_2484[hasExactSynonym=Melnick-Needles syndrome]
memapsin2	PR_000004615[hasExactSynonym=memapsin-2] | EFO_0009179[hasExactSynonym=memapsin-2]
membraneassociatedasparticprotease2	PR_000004615[hasExactSynonym=membrane-associated aspartic protease 2] | EFO_0009179[hasExactSynonym=membrane-associated aspartic protease 2]
memo1human	PR_Q9Y316[hasExactSynonym=Memo-1 (human)] | gene_symbol_report?hgnc_id=14014[label=MEMO1 (human)]
men1	MONDO_0007540[hasExactSynonym=MEN1] | MONDO_0007540[hasExactSynonym=men 1] | PR_000010321[hasExactSynonym=MEN1]
mende	AfPO_0000432[label=Mende] | HANCESTRO_0654[hasExactSynonym=Mende] | HANCESTRO_0667[hasExactSynonym=Mende]
mendeliansusceptibilitytoatypicalmycobacteria	MONDO_0019146[hasExactSynonym=Mendelian susceptibility to atypical mycobacteria] | Orphanet_748[hasExactSynonym=Mendelian susceptibility to atypical mycobacteria]
mendeliansusceptibilitytomycobacterialdiseasesduetocompleteinterferongammareceptor2deficiency	MONDO_0017900[hasExactSynonym=Mendelian susceptibility to mycobacterial diseases due to complete interferon gamma receptor 2 deficiency] | Orphanet_319547[hasExactSynonym=Mendelian susceptibility to mycobacterial diseases due to complete interferon gamma receptor 2 deficiency]
mendeliansusceptibilitytomycobacterialinfections	MONDO_0019146[hasExactSynonym=Mendelian susceptibility to mycobacterial infections] | Orphanet_748[hasExactSynonym=Mendelian susceptibility to mycobacterial infections]
meningealcancer	MONDO_0021322[hasExactSynonym=meningeal cancer] | EFO_0003851[hasExactSynonym=Meningeal Cancer]
meningitis	HP_0001287[label=Meningitis] | MONDO_0021108[hasExactSynonym=meningitis] | MONDO_0021108[label=meningitis] | EFO_0000584[hasExactSynonym=Meningitis]
meningomyelocele	MONDO_0017069[hasExactSynonym=meningomyelocele] | EFO_1001369[label=Meningomyelocele]
menopausepraecox	HP_0008209[hasExactSynonym=Menopause praecox] | EFO_0009005[hasExactSynonym=Menopause praecox] | EFO_0009005[hasExactSynonym=menopause praecox]
merosinnegativecongenitalmusculardystrophy	MONDO_0011925[hasExactSynonym=merosin-negative congenital muscular dystrophy] | Orphanet_258[hasExactSynonym=Merosin-negative congenital muscular dystrophy]
merrf	MONDO_0010790[hasExactSynonym=MERRF] | Orphanet_551[label=MERRF]
merrfsyndrome	MONDO_0010790[hasExactSynonym=MERRF syndrome] | MONDO_0010790[label=MERRF syndrome] | Orphanet_551[hasExactSynonym=MERRF syndrome]
mesodermicdysplasia	MONDO_0009162[hasExactSynonym=mesodermic dysplasia] | Orphanet_289[hasExactSynonym=Mesodermic dysplasia]
metabolicacidosis	HP_0001942[label=Metabolic acidosis] | MONDO_0000440[label=metabolic acidosis]
metabolicsyndrome	MONDO_0000816[hasExactSynonym=metabolic syndrome] | EFO_0000195[label=metabolic syndrome]
metabolicsyndromex	MONDO_0011565[label=metabolic syndrome X] | EFO_0000195[hasExactSynonym=Metabolic Syndrome X]
metap1dhuman	PR_Q6UB28[hasExactSynonym=MetAP 1D (human)] | gene_symbol_report?hgnc_id=32583[label=METAP1D (human)]
metap1human	PR_P53582[hasExactSynonym=MetAP 1 (human)] | gene_symbol_report?hgnc_id=15789[label=METAP1 (human)]
metap2human	PR_P50579[hasExactSynonym=MetAP 2 (human)] | gene_symbol_report?hgnc_id=16672[label=METAP2 (human)]
metaphysealchondrodysplasiaschmidtype	MONDO_0007983[hasExactSynonym=Metaphyseal Chondrodysplasia, Schmid Type] | MONDO_0007983[hasExactSynonym=metaphyseal chondrodysplasia Schmid type] | MONDO_0007983[hasExactSynonym=metaphyseal chondrodysplasia, Schmid type] | Orphanet_174[label=Metaphyseal chondrodysplasia, Schmid type]
methacrylicaciduria	MONDO_0009603[hasExactSynonym=methacrylic aciduria] | Orphanet_88639[hasExactSynonym=Methacrylic aciduria]
methionineadenosyltransferasedeficiency	MONDO_0009607[hasExactSynonym=methionine adenosyltransferase deficiency] | MONDO_0009607[label=methionine adenosyltransferase deficiency] | Orphanet_168598[hasExactSynonym=Methionine adenosyltransferase deficiency]
methylmalonicacidemia	HP_0002912[label=Methylmalonic acidemia] | MONDO_0002012[label=methylmalonic acidemia]
methylmalonicacidemiatcb1rtype	MONDO_0013341[hasExactSynonym=methylmalonic acidemia, TCb1R type] | Orphanet_280183[hasExactSynonym=Methylmalonic acidemia, TCb1R type]
methylmalonicacidemiatcbirtype	MONDO_0013341[hasExactSynonym=methylmalonic acidemia, TCbIR type] | Orphanet_280183[hasExactSynonym=Methylmalonic acidemia, TCbIR type]
methylmalonicaciduria	HP_0012120[label=Methylmalonic aciduria] | MONDO_0002012[hasExactSynonym=methylmalonic aciduria]
methylmalonicaciduriacblbtype	MONDO_0009614[hasExactSynonym=methylmalonic aciduria cblB type] | MONDO_0009614[hasExactSynonym=methylmalonic aciduria, cblB type] | MONDO_0009614[label=methylmalonic aciduria, cblB type] | EFO_0009074[hasExactSynonym=Methylmalonic Aciduria, cblB Type] | EFO_0009074[label=methylmalonic aciduria cblb type]
methylmalonicaciduriaduetotranscobalaminreceptordefect	MONDO_0013341[hasExactSynonym=methylmalonic aciduria due to transcobalamin receptor defect] | Orphanet_280183[label=Methylmalonic aciduria due to transcobalamin receptor defect]
methylmalonicaciduriawithhomocystinuria	MONDO_0016826[hasExactSynonym=methylmalonic aciduria with homocystinuria] | Orphanet_26[hasExactSynonym=Methylmalonic aciduria with homocystinuria]
methylmalonicaciduriawithhomocystinuriatypecblc	MONDO_0010184[hasExactSynonym=methylmalonic aciduria with homocystinuria, type cblC] | Orphanet_79282[hasExactSynonym=Methylmalonic aciduria with homocystinuria, type cblC]
methylmalonicaciduriawithhomocystinuriatypecbld	MONDO_0010185[hasExactSynonym=methylmalonic aciduria with homocystinuria, type cblD] | Orphanet_79283[hasExactSynonym=Methylmalonic aciduria with homocystinuria, type cblD]
methylmalonicaciduriawithhomocystinuriatypecblf	MONDO_0010183[hasExactSynonym=methylmalonic aciduria with homocystinuria, type cblF] | Orphanet_79284[hasExactSynonym=Methylmalonic aciduria with homocystinuria, type cblF]
metopiccraniosynostosis	HP_0011330[hasExactSynonym=Metopic craniosynostosis] | EFO_0008511[label=metopic craniosynostosis]
metopicsynostosis	HP_0011330[label=Metopic synostosis] | EFO_0008511[hasExactSynonym=metopic synostosis]
mf	MONDO_0020481[hasExactSynonym=MF] | EFO_0004169[hasExactSynonym=MF] | EFO_1001051[hasExactSynonym=MF]
mfap2human	PR_P55001[hasExactSynonym=MFAP-2 (human)] | gene_symbol_report?hgnc_id=7033[label=MFAP2 (human)]
mfap5human	PR_Q13361[hasExactSynonym=MFAP-5 (human)] | gene_symbol_report?hgnc_id=29673[label=MFAP5 (human)]
mfge8human	PR_Q08431[hasExactSynonym=MFG-E8 (human)] | gene_symbol_report?hgnc_id=7036[label=MFGE8 (human)]
mga	FBbt_00001315[hasExactSynonym=MGA] | PR_000010376[hasExactSynonym=MGA]
mga5	MONDO_0012435[hasExactSynonym=MGA5] | Orphanet_66634[hasExactSynonym=MGA5]
mga7	MONDO_0014561[hasExactSynonym=MGA7] | EFO_0009014[hasExactSynonym=MGA7]
mgca7	MONDO_0014561[hasExactSynonym=MGCA7] | EFO_0009014[hasExactSynonym=MGCA7]
mhbddeficiency	MONDO_0010327[hasExactSynonym=MHBD deficiency] | Orphanet_391417[hasExactSynonym=MHBD deficiency]
mhemoglobinopathy	MONDO_0018023[hasExactSynonym=M hemoglobinopathy] | Orphanet_330041[hasExactSynonym=M hemoglobinopathy]
miao	HANCESTRO_0719[hasExactSynonym=Miao] | HANCESTRO_0742[hasExactSynonym=Miao]
micahuman	PR_Q29983[hasExactSynonym=MIC-A (human)] | gene_symbol_report?hgnc_id=7090[label=MICA (human)]
mical1human	PR_Q8TDZ2[hasExactSynonym=MICAL-1 (human)] | gene_symbol_report?hgnc_id=20619[label=MICAL1 (human)]
micall2human	PR_Q8IY33[hasExactSynonym=MICAL-L2 (human)] | gene_symbol_report?hgnc_id=29672[label=MICALL2 (human)]
micbhuman	PR_Q29980[hasExactSynonym=MIC-B (human)] | gene_symbol_report?hgnc_id=7091[label=MICB (human)]
micpch	MONDO_0010417[hasExactSynonym=MICPCH] | Orphanet_163937[hasExactSynonym=MICPCH]
microcephalicprimordialdwarfismdaubertype	MONDO_0013922[hasExactSynonym=microcephalic primordial dwarfism, Dauber type] | Orphanet_319675[label=Microcephalic primordial dwarfism, Dauber type]
microcephaly	HP_0000252[label=Microcephaly] | MONDO_0001149[hasExactSynonym=microcephaly] | MONDO_0001149[label=microcephaly]
microcephalyfaciocardioskeletalsyndromehadziselimovictype	MONDO_0013053[label=microcephaly-facio-cardio-skeletal syndrome, Hadziselimovic type] | Orphanet_217026[label=Microcephaly - facio-cardio-skeletal syndrome, Hadziselimovic type]
microcorneamyopicchorioretinalatrophytelecanthussyndrome	MONDO_0014195[hasExactSynonym=microcornea-myopic chorioretinal atrophy-telecanthus syndrome] | Orphanet_369970[label=Microcornea-myopic chorioretinal atrophy-telecanthus syndrome]
microcysticcornealdystrophy	MONDO_0007375[hasExactSynonym=microcystic corneal dystrophy] | Orphanet_98956[label=Microcystic corneal dystrophy]
microcyticanemia	HP_0001935[label=Microcytic anemia] | MONDO_0001245[label=microcytic anemia]
microduplicationxp1122p1123syndrome	MONDO_0010428[hasExactSynonym=microduplication Xp11.22-p11.23 syndrome] | Orphanet_217377[label=Microduplication Xp11.22-p11.23 syndrome]
microlissencephalytypea	MONDO_0009760[hasExactSynonym=Microlissencephaly type A] | Orphanet_89844[hasExactSynonym=Microlissencephaly type A]
microphthalmiawithlinearskindefectssyndrome	MONDO_0010672[hasExactSynonym=microphthalmia with linear skin defects syndrome] | Orphanet_2556[label=Microphthalmia with linear skin defects syndrome]
microsyndrome	MONDO_0016649[hasExactSynonym=micro syndrome] | Orphanet_2510[label=Micro syndrome]
midas	PR_000008142[hasExactSynonym=MIDAS] | EFO_0008809[label=MIDAS]
midassyndrome	MONDO_0010672[hasExactSynonym=MIDAS syndrome] | Orphanet_2556[hasExactSynonym=MIDAS syndrome]
mih	EFO_0000368[hasExactSynonym=MIH] | EFO_0005321[hasExactSynonym=MIH] | EFO_0700113[hasExactSynonym=MIH]
mikuliczdisease	MONDO_0019191[hasExactSynonym=Mikulicz disease] | EFO_0000699[hasExactSynonym=Mikulicz disease]
millerdiekersyndrome	MONDO_0009532[hasExactSynonym=Miller-Dieker syndrome] | Orphanet_531[label=Miller-Dieker syndrome]
milroydisease	MONDO_0007919[hasExactSynonym=Milroy disease] | Orphanet_79452[label=Milroy disease]
mirrorwriting	EFO_0003889[hasExactSynonym=Mirror Writing] | EFO_0009902[hasExactSynonym=Mirror Writing]
mirrorwritings	EFO_0003889[hasExactSynonym=Mirror Writings] | EFO_0009902[hasExactSynonym=Mirror Writings]
mitfrelatedmelanomaandrenalcellcarcinomapredispositionsyndrome	MONDO_0013759[hasExactSynonym=MITF-related melanoma and renal cell carcinoma predisposition syndrome] | Orphanet_293822[label=MITF-related melanoma and renal cell carcinoma predisposition syndrome]
mitochondrialaspartateglutamatecarrier1deficiency	MONDO_0013056[hasExactSynonym=mitochondrial aspartate-glutamate carrier 1 deficiency] | Orphanet_353217[hasExactSynonym=Mitochondrial aspartate-glutamate carrier 1 deficiency]
mitochondrialcomplexvatpsynthasedeficiency	MONDO_0014471[hasExactSynonym=mitochondrial complex V (ATP synthase) deficiency] | MONDO_0020858[hasExactSynonym=mitochondrial complex v (atp synthase) deficiency]
mitochondrialdnadepletionsyndrome4a	MONDO_0008758[hasExactSynonym=mitochondrial DNA depletion syndrome 4A] | MONDO_0008758[label=mitochondrial DNA depletion syndrome 4a] | Orphanet_726[hasExactSynonym=MITOCHONDRIAL DNA DEPLETION SYNDROME 4A]
mitochondrialdnamaintenancesyndromeduetomgme1deficiency	MONDO_0014039[hasExactSynonym=mitochondrial DNA maintenance syndrome due to MGME1 deficiency] | Orphanet_352447[hasExactSynonym=Mitochondrial DNA maintenance syndrome due to MGME1 deficiency]
mitochondrialencephalocardiomyopathyduetof1foatpasedeficiency	MONDO_0013546[hasExactSynonym=mitochondrial encephalo-cardio-myopathy due to F1Fo ATPase deficiency] | Orphanet_1194[hasExactSynonym=Mitochondrial encephalo-cardio-myopathy due to F1Fo ATPase deficiency]
mitochondrialencephalomyopathylacticacidosisandstrokelikeepisodes	MONDO_0010789[hasExactSynonym=mitochondrial encephalomyopathy, lactic acidosis and stroke-like episodes] | Orphanet_550[hasExactSynonym=Mitochondrial encephalomyopathy, lactic acidosis and stroke-like episodes]
mitochondrialhsp60chaperonopathy	MONDO_0012824[hasExactSynonym=mitochondrial HSP60 chaperonopathy] | Orphanet_280288[hasExactSynonym=Mitochondrial HSP60 chaperonopathy]
mitochondrialisolatedneurosensorydeafnesswithsusceptibilitytoaminoglycosideexposure	MONDO_0010799[hasExactSynonym=mitochondrial isolated neurosensory deafness with susceptibility to aminoglycoside exposure] | Orphanet_168609[hasExactSynonym=Mitochondrial isolated neurosensory deafness with susceptibility to aminoglycoside exposure]
mitochondrialisolatedsensorineuraldeafnesswithsusceptibilitytoaminoglycosideexposure	MONDO_0010799[hasExactSynonym=mitochondrial isolated sensorineural deafness with susceptibility to aminoglycoside exposure] | Orphanet_168609[hasExactSynonym=Mitochondrial isolated sensorineural deafness with susceptibility to aminoglycoside exposure]
mitochondrialmyopathy	MONDO_0009637[hasExactSynonym=mitochondrial myopathy] | Orphanet_206966[label=Mitochondrial myopathy]
mitochondrialmyopathyandsideroblasticanemia	MONDO_0000863[hasExactSynonym=mitochondrial myopathy and sideroblastic anemia] | Orphanet_2598[label=Mitochondrial myopathy and sideroblastic anemia]
mitochondrialmyopathyencephalopathylacticacidosisandstrokelikeepisodes	MONDO_0010789[hasExactSynonym=mitochondrial myopathy, encephalopathy, lactic acidosis and stroke-like episodes] | MONDO_0010789[hasExactSynonym=mitochondrial myopathy, encephalopathy, lactic acidosis, and stroke-like episodes] | Orphanet_550[hasExactSynonym=Mitochondrial myopathy, encephalopathy, lactic acidosis and stroke-like episodes]
